Total rows: 2204
Tamil Nadu rows: 2194
Likely food businesses: 746

ALL FOOD BUSINESSES:
     0. Accent Hotels Pvt Ltd  |  Sipcot No 36 OMR, Chennai 600 090, Mob:9600747175.
   507. Foodexochennai Private Limited  |  No 68/56 P Block, Nirupa Palace, 6th, Avenue, Anna Nagar, Chennai, Chennai,, Tamil Nadu, 600040, Ph:9962448816
   508. Foodies Hut  |  Old No.53, New No.67,, Peters Road, Royapettah,, Chennai-600014, Opposite to Royapettah Post Office, Next Amma Hotel, Mo
   509. Foodies Kitchen LLP  |  24 Cenotaph Road, Teynampet, Chennai 600 018, Mob 98847 27375, 9884727375
   510. Foodies Kitchen LLP (ABT)  |  (Absolute Thai), 24 Cenotaph Road, Teynampet, Chennai 600 018, Mob 98847 27375, 9884727375
   511. Foodima Ventures Private Limited  |  Seeds Lifestyle, No:9,Ground Floor,, 11th Cross Street,Indiranagar,, Chennai-600020., Mob: 9019518477.
   512. Foodswing Enterprises  |  No:1,Anna Salai,, CMDA Industrial Estate,, Maraimalai Nagar,, Chennai-6032019., Mob:9841951065
   513. Foodway  |  No.Sh 206,31/3B,, Poonamallee Main Road,, Chennai-600056, Mob:9787145799
   514. Foodworks Gourmet Private Limited  |  No:121/46,Dr.RK Salai,, Mylapore,Chennai-600004.
   519. Fresh and Frozen Foods  |  No.73, Kalki Krishnamurthy Salai,, ( L. B. Road ) Thiruvanmiyur,, Chennai-600041, Mob-98402 05174, Tel-4212 2251
   520. Fresh and Honest Cafe Private Limited  |  No:181,Mangadu Main Road,, Paraniputhur,Chennai-600122., Mob:9962502648 , 9962504973
   521. FRESH & MORE  |  (Nilgiris Franchisee), No:489,Poonamallee High Road,, Maduravoyal,, chennai-600095, LANDLINE NO:044-23782800
   526. Fusion Feast  |  4/145,, OMR Road,, Egattur, Chennai,, Chengalpattu, Tamil Nadu, 600130, Ph:98406 36636
   527. Future Fun Foods  |  Deli Pizzeria, Himalaya Food Court,, IIT-Madras Campus,, Chennai-600036., Mob:9962524244.
   528. Gain Foods  |  No:13,Durai Swamy Pillai Street,, Tambaram West,Chennai-600045., Mob:7305026261
   529. Galaxy A Food Square  |  Plot No. 26,27 and 28, Old Door No. 37,, New Door No. 8, Thanikachalam Road,, T Nagar, Chennai, -600017, Ph:63840 20202
   530. Galito's Restaurants Private Limited  |  The Forum Vijaya  Mall, Unit No 214 Second Floor, Vadapalani Chennai 600 026, Mob 9840017089, Mr. Ashokan
   531. Galito's Restaurants Private Limited (P)  |  Unit No UG-41 Phoenix Market City Chennai,, Upper Ground Floor, Phoenix Market City,Old, Door.No.66, New Door No.142, Ve
   542. GK DAIRY (M)  |  NO.12/48, West Mada Street,, Nungambakkam,, Chennai-600034, Mob:9962304080 /7550038300
   545. Global Bistro  |  No:17,KB Dasan Road , Alwarpet,, Chennai, Tamilnadu-600018, Mob;8015400176
   549. Go Binge Cafe  |  F1,No:2/138,Sakunthala Appartment,, Sivan Koil Street,Iyyappanthangal,, Chennai-600056., No: 98414 69596 / 9384702885
   550. Gokulam Pavilion  |  S No. 312/313, Sundar Palace Complex, Trunk Road, Ponamallee, Chennai - 600 056, No. 9962783535
   551. Good Food Traders  |  No:120,Jhani Jhan,, Jani Jhan Road,Royapettah,, Chennai-600014, Mob:8056231691
   553. GOOD TO GO FOODWORKS PRIVATE LIMITED  |  1st Floor, No.1/1, Ashirwath Apartment,, Puliyur 1st Lane, Kodambakkam, Chennai,, Tamilnadu-600024, Mob:77085 85789
   554. Gossip Bistro and Dessert Bar  |  No:191/114,Uthandi Village,, ECR,Chennai-600115., Mob:
   557. Grace Cakes & Bakes  |  No.21/3, Puliyambedu Salai,, Noombal Puliyambedu, Chennai, Ph; 9095234312
   559. Green Fresh Super Market  |  No: 41, Mullai Nagar Main Road, Mudichur Road, West Tambaram,, Chennai-600 045
   564. Greenpark Hotels And Resorts Limted  |  Arcot Road, Vadapalani, Chennai 600 026, Tel No.044 66515151 ,66783637
   566. Grillix  |  12, Unic Foodies Hub, Sudharsan, Nagar Madambakkam Main Road,, Madambakkam Sub Post Office,, Madambakkam, Chennai, Cheng
   568. GRT Hotels And Resorts Private Limited  |  Mahalakshmi Nagar, Chennai Tirupathi Highway, Tiruttani 631 209, PH 044 27880234, 8939841928
   569. GRT Hotels And Resorts Private Limited(GRT)  |  (GRT Grand), 120 Sir Thyagaraya Road, T Nagar Chennai 17
   570. GRT Hotels And Resorts Pvt Ltd (R)  |  (Radisson GRT Hotel), 531 GST Road, St Thomas Mount, Chennai 600 016, Tel No. 044 22310101
   572. Gunsam Foods Pvt Ltd  |  No:5,Varasharaja Puram,1st Street,, Pallikaranai,Chennai-600100.
   575. Gvr Foods Private Limited  |  House No-3,2/216,, 2nd Avenue Vettuvankeni, Injambakkam,, Chengalpattu, Chennai, 9840508844
   576. Gvr Foods Private Limited ( M)  |  No 182 and 183, Anna Salai, Chennai, Tamil Nadu, 600002, Ph: 73050 94945
   577. HABEEBEE FOODS BEVERAGES PRIVATE LTD  |  No,14B Jaganahan road, Nungabakkam chennai:600034, Mob-97102 37293
   578. Hablis Hotels  |  19 29 G S T Road, Guindy, Chennai 600 032, Tel No 044 40235555
   579. HAFA FROZEN FOODS INTERNATIONAL PRIVATE LIMITED  |  NO 1/2609 T H Road, Gandhi Nagar West, Redhills Chennai 600 052
   580. Hakico Foods Private Limited  |  123,1A1, Medavakkam main road, Mambakkam, Chennai -127, Ph: 90925 77225
   587. HAPPY CLUB_x000D_
_x000D_
  |  28, Vellalar Street,, V G Panneer Nagar,, Mogappair West,, Chennai 600 037., Mob: 7305246899
   590. HAUNTED RESTAURANT  |  NO,23, 7th, Vasanth Colony,, W Block , Anna Nagar,, Chennai-600040, Mob-9841805528
   598. Horizons Recreationl Club  |  NO.6/1, 6th Block, Bus Stand Road,, Mugappair West, Chennai, Chennai,, Tamil Nadu, 600037, Mob:9840528385
   599. Hotel Blue Nile Pvt Ltd  |  No:94,GST Road,Pallavaram,, Chennai-600043.
   600. Hotel City Friends Club  |  Old No 89, Chamiers road, R.A.Puram,, Chennai, Tamil Nadu, 600028, Ph No; 9566511720
   601. Hotel City Park  |  No.2/8, Kunarathur Main Road, Moulivakkam,, Chennai, Tamil Nadu, 600102, 90877 20095
   602. Hotel Crescent  |  NO:309,Valluvar Kottam High Road,, Near Raj Bhavan Hotel,, Nungambakkam,, Chennai-600034., MOB: 99403 33271.
   603. Hotel Halez  |  No:102,Rajiv Gandhi Salai,, Sholinganallur,Chennai-600119., Mob:9094011878
   604. Hotel Jayapushpam Private Limited  |  (Jaya Pushpam Hotel), 1131 Inner Ring Road, Koyambedu, Chennai 600 107, Mob 7708033578, Stores@hoteljpchennai.Com
   605. Hotel Maharajay  |  No: 6/12, J J Nagar,Bazar Road,, Mogappair East,, Chennai - 600037, Mob : 9840671711 ( Gangadhar )
   606. Hotel Mount Heera  |  287, MKN Road, Alandur, Chennai,, Tamil Nadu, 600016, Ph; 80560 81083
   607. Hotel Pandian  |  15, Kenneth Lane, Egmore, Chennai 600008, Mob 9841221208, Mr Sangamuthu
   608. HOTEL PANDIYAS KARAIKUDI CHETTINAD RESTAURANT  |  DOOR NO.45, KASI TOWERS, BYPASS ROAD,, VANAGARAM, Chennai, Tiruvallur, Tamil Nadu, 600095, Mob:7639383760
   609. Hotel President Ariff & Co  |  (Clarion Hotel), Dr Radha Krishnan Salai, Mylapore, Chennai 600 004, T: +91 44 2847 2211 M: +91 8939838121, Mob: 6381801
   610. Hotel Raj Meridian New  |  No 1 First Main Road,, Jaya Nagar GST Road,, Tambaram Sanatorium,, Chennai 600047., Mob 99626 37304
   611. Hotel Raj Park Private Limited  |  180, TTK Road,, Alwarpet,, Chennai - 600 018, PH: 044 42257777, Mob 99405 80044
   612. Hotel Royal Southern @SRM Hotel P Ltd  |  SRM Nagar Kattankulattur, Kancheepuram District, Chennai 603 203, Mob 98409 66778, Land Line: 044 4743 2163
   613. Hotel Sea Breeze  |  No:18, Oothawadai St, Mamallapuram,, Chennai, Tamilnadu-603104, Mob;9940037295
   614. Hotel SRR Grand  |  No:133,GST Road,, Otteri,Vandallur,, Chennai-600048
   620. IFAB Chaat Box Llp  |  279, TTK ROAD,, Alwarpet,Chennai-600018, Mob:9841539243.
   625. Infiin Foods Private Limited  |  No:18,VGN Mahalakshni Nagar,, Jayachandran St,Perumalagaram,, Thiruverkadu,Chennai-600077., Mob:9789973241
   629. Inter Globe Hotels Private Limited  |  Plot No 34 SSPDL Construction Compus, Opposita to Sipcot It Park Entrance, OMR Road Egattur Chennai 603103, Ph.893985271
   630. Interglobe Hotels Private Limited (C)  |  (IBIS Chennai City Centre), Plot No 684 690 Anna Salai, Block No 6 Landmark Seethakathi Buiness Centre, (Earlier Anand T
   637. ITC Hotels Limited  |  No:63,Mount Road,, Guindy,Chennai-600032.
   638. Itc Hotels Limited - Welcomhotel Chennai  |  Cathedral Road,, Chennai-600086., Mob:9962632130
   659. J Hotels Private Limited  |  (The Accord Metropolitan), G N Chetty Road  T Nagar, Chennai - 600 017.
   662. Jk Delight Food Products (Garuda Cafe)  |  158, Gulecha Towers, Arcot Rd, opposite to Nexus Vijaya Mall, Ottagapalayam, Somasundara Bharathi Nagar, Vadapalani,, Ch
   665. Jk Foods  |  118-1/B, Madh Nagar Main Road,, Madhanandapuram , Mugalivakkam,, Chennai-600125, Ph:8939725842
   667. JMJ SEAFOODS PRIVATE LIMITED  |  4/92-6A, MAGAZINE ROAD, ST THOMAS MOUNT,, Chennai, Tamil Nadu, 600016,, MOB:9940125462
   669. John Bosco Recreation Club  |  No:73,AG Block 4th Avenue,, 7th Main Road,Shanthi Colony,, Anna Nagar,Chennai-600040., PH:8939802977
   670. JOHNNYS CAFE  |  No:283/1A,Kerugambakkam,, Kundrathur,Chennai-600128.
   674. JPRI Hotels Private Limited  |  No:125,Valluvar Kottam High Road,, Nungambakkam,Chennai-600034., Mob:9047608430.
   679. Kabini Foods  |  No:99,Thiruneer Malai Road,, Nagelkeni,Chromepet,, Chennai-600044., Mob:8921700871
   681. KAILASH KITCHEN  |  M69/4, 7th Avenue, Besant Nagar, Chennai 600 090., Mob: 90032 94207, Name:Karthick
   686. Kalmia Foods Private Limited  |  Chennai 600006, Mob 96000 98550, Manish
   691. Kana Foods  |  Flat No.622, No.1, Gerugambakkam Main Road,, Kalima Nagar, Chennai,, Tamil Nadu, 600122, Ph No : 9566196461
   697. Kappa Chakka Kandhari Foods Pvt Ltd  |  No. 10, Haddows Road, Nungambakkam,, Chennai-600 006, Mob- 98407 03111
   704. Kay-Em Luxury Hotels & Resorts Pvt Ltd  |  ( Kayem Spectra Hotels ), 1/226, Service Road,, Vanagaram,, Chennai 600 095.
   705. KCS Coffee Snacks  |  No:18,Ganthi 1st Cross Street,, Solinganallur,Chennai-600119., Contanct No:9884899164
   706. Kebapci Foods India  |  No.10, Shop No 8, Shyam Gardens, Kadher Nawaz Khan Road, Nungampakkam, Chennai-600006, Mob-7090617773
   707. KHM Foods  |  1st floor, 291/139,, Thambu Chetty Street,, Chennai, Tamil Nadu, 600001, Ph:9600099968 / 6369881476
   710. Klase Hotels Private Limited  |  No 86 Mount Road, Guindy Chennai 600032., Mob 89399 92112, Mr. Sam
   713. Kora Cafe Private Limited  |  ( Cheese Cafe ), No 340/1- 341/16, Second Avenue, Anna Nagar, Chennai 600040, mob:76958 61553
   718. K P Park Sports Club  |  Old No 22& 23, New No 45 & 47 First Floor, Gandhi Nagar Main Road, Gandhi Nagar Adyar, Chennai 600 020, Mob 97900 82003
   720. Kreate Cafe by Kraft  |  Headquarters, CMRL,, Anna Salai, Nandanam, Chennai - 600 035,, MoB:78069 45031
   726. Krish Resorts Private Limited  |  No:3,Old No:314,Raja Veedhi,, Off VVV Salai,Uthandi,, Chennai-600119., Mob:9884825219.
   731. KRUZOZ FOODS PRIVATE LIMITED  |  No-4/1, Valluvar Salai, Ramapuram,, Chennai, Tamil Nadu, 600089, Mob:7200221848
   742. Kumaran Foods  |  NO.K8, 8Th Street, Ambattur, Industarial Estate, Chennai, Tamil Nadu, 600058
   744. Kurofune Creative Foods Private Limited  |  No:17/A,1st Floor,V.S.I Estate,, 100 Feet Road,Taramani Road,, SRP Tools Bus Stop,Taramani,, Chennai-600041., Mob:967700
   745. Kurofune Creative Foods Pvt Ltd  |  5, Lotus Ramaswamy Street, Royapuram,, Chennai-600013, Mob- 96770 07419, ( Delivery At Nungambakkam,, Hotel Goutham Mano
   748. KVR Food Beverages  |  Navayuga Restaurant, No:316,TTK Road,, Alwarpet,Chennai-600018., Mob:9080453249., 044 2499 3264
   751. Lafatette Foods Private Limited  |  43(15), Kothari Road,, Nungambakkam,, Chennai., Mob - 9585132220
   757. Lalahs Indian Spices and Food Private Limited  |  Old No:134,New No:554,, T.T.K.Road,Alwarpet,, Chennai-600018.
   760. Lamicale Club & Resort Pvt Ltd.  |  73/2 Valluvar Salai,, Ramapuram Chennai . 600089, Mob-98843 39554
   766. Lavish The Foodie Lounge Private Limited  |  New No. 4 / Old No.5,, Kanniah Street / Off North Usman Road,, T Nagar, Chennai - 600017., Mob: 9551015580.
   768. LAYA FOODS AND SERVICES  |  No.15/7, GOPALAURAM 1ST STREET,, GOPALAPURAM, Chennai,, Tamil Nadu -600086, Mob-9841969723
   769. League Club Ltd  |  NO.31, Jawaharla Nehru Salai, Thiru Nagar,, Chennai -600026, Ph;  9962123527  Raj rajendran
   771. LE CAFE ET GATEAUX  |  No. 147, Paper Mills Road,, Peravalur, 70 Feet Road,, Chennai - 600 082, Contact Mr. Karthic, Mob No: 9952914373
   774. Lemon Tree Hotel  |  72 Sardar Patel Road, Guindy, Chennai 600 032, 044 44232118, 04444232323, Mob No. 9840610894
   783. Lite Bite Foods Private Limited  |  No:13,1st,Pillaiyar Kovil Street,, Kanagam,Chennai-600113., Mob: 8882025825.
   784. Lite Bite Foods Private Limited (EA)  |  Punjab Grill,3rd Floor,, EA Mall,Royapettah,Chennai-600002., Mob:8072471654.
   785. Lite Bite Foods Private Limited ( P )  |  Punjab Grill, UG-31,Upper Ground Floor,, Phoenix Market City,, Velachery Main Road,Velachery,, Chennai-600042., Mob:7338
   786. Lite Bite Foods Private Limited ( VR )  |  Vr Mall,Jawaharlal Nehru Road,, Anna Nagar,Chennai-600040., Mob:8882025825.
   787. Lite Bite Foods Pvt Ltd.  |  ( A Unit Of Punjab Grill ), Plot No 496,497, 1st Street, VS Mani Nagar, Madhavaram, Chennai 600 060., Mob 98413 80552, 9
   788. Little Star Recreation Club - Saidapet  |  2nd, Floor 66 City Center Complex, Thirumalai Pillai Road ,, T.Nagar Chennai- 600017, 8438282534
   790. Liz Foods  |  No;47/2, 4th Main Road, New Ngo Colony,, Adambakkam, Chennai,, Ph: 8056644959
   796. Luck Cafe  |  Old No:54,New No:41,, Sardar Patel,Raj Bhavan Road,, Guindy,Chennai-600032., Mob: 9551141797
   802. Maan Restaurants India Private Limited  |  No.22, Old No.16, Varadaraipet Main Street,, Kodambakkam, Chennai- 600 024, Next to Meenakshi Collage, Mob - 99402 76794
   806. Madras Boat Club  |  No:2,3rd Avenue,Boat Club Road,, R.A.Puram,Chennai-600028., Ph:2435 3190,2435 4751.
   807. Madras Club  |  No.8 Adyar Club Gate Road, Chennai 600 028, Tel 99529 28167, Mr Suresh
   808. MADRAS FLAVOURS AND FOODIES LLP  |  GEETHAM (Purasaiwakkam), DOOR NO.934, EVR PERIYAR SALAI,, POONAMALLE HIGH ROAD,, PURASAIWAKKAM, Chennai,, Tamil Nadu, 60
   809. Madras Foods  |  Chennai
   810. Madras Gymkhana Club  |  No 1 Mount Road, Anna Salai, Chennai 600 002
   812. Madras Race Club Guindy Lodge  |  Guindy Lodge,, Madras Race Club,Chennai-600032., Mob:9382609644.
   814. Madraswala Food and Beverage Llp  |  No:AF-53,11th Main Road,, Chennai-600040.
   815. Madurai Kumar Mess  |  Address: No 165&167,, Jawaharlal Nehru Salai,, Vadapalani,, Chennai, Tamil Nadu 600083, ph:98421 44575
   827. Maison Restaurants Pvt Ltd  |  23/13, Khader Nawaz Khan Road, Nungambakkam, Chennai - 600 034, Mob 98846 06222
   829. Majo Foods LLP  |  7/1, Padmanabhanagar, 4th Street, Adyar,, Chennai, Tamil Nadu, 600020, Mob- 99623 87700
   830. Mak Foodies  |  Plot No.1, 2nd Main Road Kurinji Nagar, Chennai-600089, Mob:9710460720
   832. MALABAR HOTELS PRIVATE LIMITED  |  1/238, Old Mahabalipuram Road,, Semmencherry, Chennai ΓÇô 600119, Phone: 91 044 61377700_x000D_
, Mobile No.9360135219
   833. Malabar House  |  Ground Floor, Old No 34 New No.7/2,, 17th Cross Street,, Besant Nagar,, Chennai - 600020, Contact No : 80728 26207
   835. Mami Iyer Idly Kadai  |  Kundrathur,Chennai-600069., Mob:9245760431.
   837. M and T Foods LLP  |  Flip Side Restaurant, No:50/A,Bava Street,, Alwarpet,Chennai-600018., Mob-97911 07102
   839. Mangudi Mess  |  Ground Floor, No.18, Mangudi Mess,, K B Dasan Road, Alwarpet,, Chennai 600018, Mob-861 093 6895
   840. Manka Foods  |  No Ac 112 4th Avenue, Santhi Colony Main Road, Anna Nagar, Chennai 600 040, Ph9566082020
   842. Map Associates ( BFF Bar )  |  New No:80,Old No:29,, Ra Puram Second Main Road,, Chennai-600028.
   844. MARIA FOOD AND TRADING COMPANY  |  138/307, Bharathi Salai, Royapettah,, Chennai, Tamil Nadu, 600014, Phone : 9381041070
   851. Massive Restaurants Private Limited  |  Louis Burger, No:44,Survey No:151/2C4A,, Camp Road,Selaiyur,, Tambaram Taluk,, Chennai-600073., Mob:8754610578 / 9999609
   860. MCN Foods  |  No:49,Venkatesan Street,, Chintharipet,Anna Salai,, Chennai-600002., Mob:9962659085.
   861. MCRENNETT FOODS PVT LTD  |  No 5 Krishnamacharri Nagar, 3rd Street Alapakkam, Chennai 600 116, Mob 90430 00908, Lan 044 45561700
   862. Mcrennett Foods Pvt Ltd ( Gerugambakkam )  |  No:140/1B,Palani Nagar, Industrialestate,Golden Estate,, Gerugambakkam,Chennai-600122.
   864. Mearth Cafe  |  No:24/58,2 Main Road,, R.A.Puram,Chennai-600028., Mob:9094949480.
   870. Meeka Restaurants Private Limited  |  4th Floor No 49 North Boag Road, T Nagar, Chennai 600 017, Tel-044 66650259 , 04445500086, Mob-97918 85888
   871. Meeka RestaurantS Private Limited (G)  |  No 84Cathedeal Road, Gopalapuram, Chennai 600086, Mob No;9080759769
   873. Me Gusta Foods  |  No:3, First Avenue, Shastri Nagar,, Adyar, Chennai-Tamil Nadu-600020, Mob:9003358058
   880. MEKA HOTELS PRIVATE LIMITED  |  Ground floor, No.3573, Shop No.7 BM Gardenia,, Guru Brindavan Garden,, Vanagaram Ambattur Road,, Vanagaram,, chennai - 6
   881. Mellow Cafe  |  479 1st Main Road, ERI Scheme Road, Mugappair East, Chennai 600 037, Mob 96001 14279, Land Mark : Ambedhkar Playground
   887. Mexicano Griller  |  No.48, sterling avenue,, near loyola college,, Nungambakam, Chennai-600034, Mob 9087766000
   888. Mezze Foods LLP  |  No:19/4,Co-Operative Colony,, Off Chamipers Road,, Chennai-600018., Ashok : 9566128341.
   889. MFAR Hotels & Resorts Pvt Ltd  |  (The Westin Chennai), 154 Velachery Main Road, Velachery, Chennai 600 042, PH 044 6633 3777
   891. MGM Health Care Private Limited  |  No:72,Nelson Manickam Road,, Aminjikarai,Chennai-600029., Mob:9941508559
   898. Millie"s Cookies  |  Lower Ground Floor, No 142 Phoenix Market City, Velachery Road, Velachery Chennai 600042, Mob 98413 52198, Mr Sathish
   905. Mithra Foods  |  14, Venkateshwara Nagar, Gerugambakkam, Chennai - 600122, PH:9381203517
   909. M.K. GLOBAL FOODS  |  No.79/2, Kappal Polu Street,, old washermenpet,, Chennai - 600 021., Mob: 9841002250/9884843184
   916. MOGLEE'S KITCHEN  |  No.8/27 , Vanniyar Methu Street,, Iyyapathagal,, Chennai - 600056., Mob-9092233371, Mob - 91504 65671
   917. Moglees Kitchen  |  No.8/27 , Vanniyar Methu Street,, Iyyapathagal,, Chennai - 600 056, Mob - 91504 65671
   918. Mokchi Cafe  |  No:28,Bazzar Streer,, Ram Nagar,Kaiveli,, Madipakkam,Chennai-600091., Mob:7395839222
   919. Moksha Medical and Hotel Needs  |  No.1, Vinayaga Maistry Street,, Sowcarpet,Chennai-600079, Mob  94444 60596
   920. Moltress Foods Private Limited  |  No 10 Nawab Habibullah avenue, 2nd Street, Thousand lights, Chennai 600 006, Ph 86677 33458, Mr B.Hyder Hussain
   924. Moolchand Foods  |  No.68 , Waltax Road,, Near, Suzuki Store Roam,, Chennai 600 001
   926. Most Wanted Foods  |  First Floor, 4/343, Khaja Complex, Rajeev Ganthi Salai,, OMR, Kottivakkam, Chennai-600041, Mob-75488 98679
   928. MOZ BURGER  |  No. 3/15 Jawaharlal Nehru Road,, Ekkatuthangal, Chennai 600 032, (Opp Hyundai Showroom), Ph: 98406 91851, 044 43584409
   955. MR & MRS IDLY  |  No:4/102, Vinayagapuram 2nd Street,, Arumbakkam Chennai-600106, Behind - Arumbakkam Metro Station, CALL - 9962825899 / 9
  1008. MS5 Foods Private Limited  |  6/1, 2nd Floor, 4th Main Road, Besat Nagar, Chennai - 600 090, Mob-8447152386, 9080917307
  1009. MS 5 Foods Private Limited (OMR)  |  290 Citadines Hotel, Rajiv Gandhi Salai OMR, Sholinganallur, Chennai - 600 096, Mob-8447152386
  1018. M/S Cloud Kitchen  |  No. 1/3 Kundrathur Main Road,, Purusothaman Nagar,, Periyapenichery, Chennai - 600128
  1031. M/s Mani Foods  |  No 1 P T Rajan Salai, Ashoknagar, Chennai 600 083, Mobile No 7200777781, 7200061242
  1062. Mug Cakes  |  Cafe Nirvanaa, 1st Floor,Sterling Road,, 3rd Cross Street, Nungambakkam,, Chennai-600010, Mob:9585132220
  1064. Mukesh Recreation Club  |  DVK Towers 84/90 2nd floor, GN Chetty road T Nagar, Chennai 600017, Mob. 94444 42803, Name. Yazhini. N
  1067. Munchbox Frozen Foods Private Limited  |  No:115,Ground Floor,7th Main Road,, Shanti Colony,Anna Nagar,, Chennai-600040., Mob:8553379036
  1075. M.V. FOOD  |  Floor No 7AB, 5th Block No 1, Ramakrishna Street, T Nagar Chennai 600 017, Mob: 9840955108, 9841095495
  1076. M V Foods  |  NO. 17/A, STERLING AVENUE,, NUNGAMBAKKAM, Chennai,, Tamil Nadu, 600034, ph:80158 38560
  1077. Mvp Refreshment Corner  |  No.176, Chithirai Street,, Chinmaya Nagar,, Chennai- 600 092, Mob-  99 44 733 671
  1078. My Food Town  |  Phase 2,No:G2,G3,, Max Worth Nagar,, 1st Main Road,, Chennai 600 128., Mob: 97879 39030.
  1080. My Sweet India Food Products Private Limited  |  No. 5/1 Alagapuri Main Road,, Ramapuram  Tiruvallur, Chennai 600 089, Mob-89399 11666, 99410 06818
  1083. Naga Cuisine ( A North East Restaurant )  |  No:1/45,Madhavan Street,, Nehru Nagar,Velachery,, Chennai-600042., Mob:9677978999
  1084. Nagercoil Catering Private Limited  |  No:751,Avinashi Road,Peelamedu,, Coimbatore,Chennai-641004., Ravi - 99440 86871
  1089. Nalam Organic Super Store  |  4/14,Valluvar Salai,Royala Nagar, Ramapuram, Chennai-600089, Mob:9551672777
  1090. Namakkal Kozhi Biryani  |  No. 68/2 Thulukathamman Koil Street, Mugalivakkam, Chennai 600 125
  1093. Nanamma Nutrition And Food Products  |  10/A Vijau Illam, Balaji Avenue, Vadapalani, Chennai 600 026, Mob 8754268615
  1094. Nando's Karnataka Restaurants Private Limited  |  No:S-54,Second Floor,Phoenix Market City,, Velachery Road,Chennai-600042., PH NO : 9840017089, Con Person : Mr Ashoke
  1095. Nando's Karnataka Restaurants Private Limited ( R )  |  Unit No. Restaurant 5, 5A, 3rd. Floor,, Express Avenue, No. 49 - 50, Whites Road,, Royapettah, Royapettah, Chennai,, Tam
  1097. Narangs International Hotels Pvt Ltd  |  (Ambassador Pallava), No 30 Montieth Road, Chennai 600 008, Mob No. 7397750078
  1098. Naranja Urban Pumpkin Kitchen Private Limited  |  37/20, BHEEMANNA MUDALI GARDEN STREET,, ALWARPET CHENNAI-600018, Mob-9444543643/8220036682., A/c Mr Loganathan: 99620087
  1099. Naranja Urban Pumpkin Kitchen Private Limited(Ecr)  |  110, East Coast Road,, Sholinganallur,, Chennai - 600119, Mob:9080115252
  1100. Naroo Kitchen Pvt Ltd  |  No.37, 2nd Main Road,, Kasturibai Nagar,, Adyar, Chennai-600020, Mob-99620 62278
  1101. Nasi and Mee Asian Canteen  |  Old No:24,New No:18,, Kadhar Nawaz Khan Road,, Nungambakkam,Chennai-600006., Mob:7845276088
  1102. Nasi and Mee Asian Canteen ( OMR )  |  No:110,Rajiv Gandhi Salai,, Old Mahabalipuram Road,, Chennai-600041., Mob:8778073066
  1103. Nasi and Mee Asian Canteen ( PMC )  |  Phoenix Market City,, Indira Gandhi Nagar,, Velachery,Chennai-600042., Mob:8608262601 / 9500184364
  1106. Natural Foods  |  No:32,15th Cross Street,, Balaji Nagar,Kuberan Nagar,, Madipakkam,Chennai-600091., Mob:9841184329.
  1107. Natural Homemade Foods  |  No:3/70, Annexe, Periyar Salai,, Palavakkam,, Chennai-600041., Mob:97872 01232
  1108. Neelam Foods  |  10/63 Munusamy Salai, West KK Nagar, Chennai 600 078, Mob 91761 76011, Mr Naveen
  1109. Neelberry Foods Private Limited  |  No.4/640, 1st Floor, 12th Link, 3rd Street, Nehru Nagar,, Kottivakkam, Chennai - 600041, Mob-741 88 47 396
  1120. New Seoul Hotels  |  No.406, 3rd Floor,, TTK Road,, Alwarpet,Chennai-600018, 98400 28700
  1124. Nice Cafe  |  No.West Periya Pathai, 100 Feet Road, Choolaimedu, Chennai 600094, Ph: 9884966483
  1129. Nini Gourmet Foods Lip  |  NO.2/19, Subbu Street,, Tiruvanmiyur, Chennai,, Tamil Nadu, 600041, contact number : 73586 31802
  1131. Nithiya Amirtham Indian Food Private Limied ( N )  |  No: 11,haddows lane,Thousand Lights West,, West Nungambakkam, Chennai, Tamil Nadu 600006., Mob:9585030744,86810 50855
  1132. Nithya Amitham India Foods (P) Ltd  |  2/52A, Karunigar Street,Nerkundram,, Chennai-600107, Mob:8925989996
  1140. Noble Foods  |  OLD NO 10 NEW NO 21,, WALLACE GARDEN,, 3RD STREET, NUNGAMBAKKAM,, Chennai, Ph: 99621 62627
  1143. NOODLE BOWL_x000D_
  |  NF45 Foods Street,, No 133, Poonamallee High Rd,, Vellapanchavadi, Chennai 600 077., Mob: 9500087696
  1144. Noodles Foods (India) Private Limited  |  No.22, Old No.16, Varadaraipet Main Street,, Kodambakkam, Chennai- 600 024, Next to Meenakshi Collage, Mob - 99402 76794
  1146. Nosh Foods Pvt Ltd  |  No. 4/66 First Street, Nagalakshmi Nagar, Kattupakkam, Chennai 600 056, Ph : 044 4865 6665, 9080420106
  1148. Nova Recreation Club  |  No.110 One Paramount,, Mount Poonamallee High Road,, Chennai-600116, Mob:8939105403
  1152. Nusa Foods Private Limited  |  C4 Selvam Apartments,, 37/7, Kambar Street,, East Tambaram,, Chennai-600 059, Mob-96001 88011
  1153. Nutrigamy Foods Private Limited  |  No:55,Jaganathapuram, 2nd St,, Kundrathur,Chennai-600069, Mob:9940335946
  1154. NUTS N SPICES  |  New no.1 / Old no.15,, V.O.C. Colony 1ST Street,, Aminjikarai,, Chennai ΓÇô 600 029., Contact no:  98844 08011 [ Mr. Baboo
  1155. Nuts N Spices ( Adyar )  |  Sunny Side, No:48/24,1st Main Road,, Gandhi Nagar,Adyar,, Chennai-600020., Ph:044-24456165,42695008.
