Sl_No,Restaurant,Address,GSTIN,Detected_Cuisines,Swiggy_Food_ID,Swiggy_Dineout_ID,Imported Avocado,Blueberry,Cherry Tomato,Parsley,Thai Asparagus,Indian Asparagus,Lemon Grass,Thai Basil,Italian Lemon,Thai Bird Chilli,Shiso Leaves,Rosemary,Total_SKU_Score
1561,SF FOODS,"No.11, Ground Floor,, Brindavan Apartment,, Khadar Nawaskhan Road,, Chennai - 600 006., Mob: 98408 14549.",33AFJFS2401K1Z4,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,Seeni Mittai Kadai,"Old No: 14/A,New No:5/4, P V Rajamannar Saalai,, KK Nagar, Chennai-600078., ( Delivery At Cake Waves ), Ramanathan 99528 81451",33BDLPS8934C2ZA,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Azure Hospitality Pvt Ltd ( D ),"( Dhaba Restaurant ), Ispahani Centre Bearing Door No 123 124, Nungambakkam High Road, Ground And First Floor, Chennai 600 034, Ph Bijaya – 9940103622, Roshan 8879766670",33AAGCA9135K1ZK,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,AZURE HOSPITALITY PVT LTD ( P ),"UNIT OF MAMAGOTO RESTAURANT, UG- 29,30 Pheonix Market City No 142, Velachery Main Road Chennai-600042, Mob No: 089393 87102, 044 66650212",33AAGCA9135K1ZK,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1566,Sha Ashok Kumar Dhanraj,"No:123/1,Audiappa Naicken Street,, Opp:Reddy Raman Street,, Sowcarpet,Chennai-600079., Mob:9840600406.",33AABFS4606B1ZU,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,BABY SHARK FUN ZONE,"1st Floor, Plot.No.32, 1st Main, Road, Kolapakkam,, Chennai-600122, Mob:8939911344",33ABCFB9022C1Z2,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,Seven One,"No:241,Peters Road,, Gopalapuram,Chennai-600086., Mob:7349498222",33AEWFS6641B1ZU,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,Sethupathi Recreation Center,"(Evoke ) V, First Floor No. 255/31 Velacherry Main Road, Velacherry , Chennai - 600 042, Mob No. 9962596664",33AAGAS3614P2Z7,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,Serah Enterprises,"No.3/A Wavelite Wick 28 Paneer Nagar,, Mogappair Chennai- 600037, Mob- 99625 05501, 86818 81100",33LWUPS6788J1Z2,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551,SENTHIL SHOPPEE,"60 Kamarajar Salai, Ashok Nagar, Chennai-600083, Mob:9445091627",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,Senthilmurugan Departmental Stores,"No:43B,V.G.N.Mahalakshmi Nagar,, Velappanchavadi,Chennai-600077., Mob:9841985571",33IFRPS3207B1ZG,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,SELVAM STORES,"326, Ramakrishna Nagar Main Road,, Porur, Chennai - 600 116., Mob: 9176233500",33BDBPS2936L1ZC,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,Selvam Food Court,"No 162,Saveetha Dental College and Hospital,,, Poonamallee High Road, Velappanchavadi, Chennai-600077, Kancheepuram",33HJYPS2407F1ZT,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,SGSD Enterprises,"No:31,Thiruvallur High Road,, Below Cases and Pies,, Thirumazhisai,Chennai-600124., Mob:9952961430",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1567,Shaggiz,"Shop No:15,Nagendra Nagar,, Velachery Main Road,, Opp Phoenix Market City,, Chennai-600042., MOB: 9051270400.",33ANZPB0500C1ZO,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,Scootsy Logistics Private Limited ( CHN ECOM ),"Ecom Express Pvt Ltd, No:90,Periapalayam High Road,, Kannigaipair Village,Chennai-601101., Mob:8680002394",33AAVCS1691R2ZB,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Ayyanar Stores (A),"Y-20,v the avenue,, Anna nagar,, chennai-600040, Mob:9941114748",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,Shree Fabrics,"65&66 Survey No.432/1A1A, Ring Road, Housing Sector, Ring Road Housing Sector, Madhavaram Village Chennai, Tamil Nadu, 600060, Ph:7200050540",33ABQFS5869L1Z9,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1538,S D Agency,"No.28, Perumal Koil Street, Chennai-600029, Mob-88258 95338",33BFIPR6636D2ZD,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,SDS Agri Trade,"No. 133, Govindappa Street, Chennai - 600 001, Mob No: 8072853045",33AWBPS6681A1ZN,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,Shree Aaradhana Foods Private Limited,"Geetham Veg Resaturants, 216, Jambodai Street,, Muttukadu Village,  Ecr, chennai, Ph:91760 00905",33ABICS8580R1ZD,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,Shoppers Spot,"No:29/15,North Usman Road,, T.Nagar,, Chennai-600017., 98844 78525",33AACPB7979B1ZZ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,Shmoozie's Hand-Crafted Ice Creams,"F-200 Old, F-36 New Ground Floor,, 3rd Street, Anna Nagar East,, Chennai 600 102., Mob: 99401 14387",33AERFS0435A1ZD,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1578,Shiv Shakthi Bldg,"No:19,First Cross Street,, Kilpauk,Garden Colony,, Chennai-600010., Mob:9940013389 / 9840009055.",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Ayyanar Stores,"Ground Floor, 4-19, Valluvar Salai,, Ramapuram, Chennai -Chengalpattu,, Tamilnadu -600089, Mob:9444090199",33AAJFA3545P1Z7,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Ayyanar Super Market,"No:33, Elumalai Salai,, Ayyappanthangal ,, Chennai-600056, Mob:9176876244",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568,Shah Foods,"Ground Floor Eldorao Building, 112 Nungambakkam, Chennai 600 034, 8939095000",33ABBFS6621B1ZP,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,Seikodenkimillion Manufacturing India Pvt Ltd,"Plot No:51,Ms Dreamz,, Kannammal Street,Kannabiran Colony,, Saligramam,Chennai-600093",33ABBCS4319R1ZZ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573,Sharan Traders,"Old No:44,New No:59,, Secretariat Colony Kellys,, Kilpauk,Chennai-600010.",33HHFPS4409Q1ZO,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572,Shan Mart - Koyambedu,"No,1167, Radiance Icon Poonamalle High Road, Koyambedu,, Chennai-600107",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Azure Hospitality Pvt Ltd,"(Brand Mamagoto), Shop No 9 Khader Nawaz Khan Road, Chennai 600 006, Mob No  7358769441, Tel No:7978580654, A/c No: 9418255720",33AAGCA9135K1ZK,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570,Shakthivel Enterprises,"No 14, Byram Jung Bahadur,, 2nd Lane, Anna Salai,, Chennai 600 002., Mob: 98419 55523",33ANAPB3771A1ZU,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541,Season 365,"No:23,Ranganthan Nagar,, Kanniyappan Salai,, Porur,Chennai-600116.",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,SHAJAHAN MOHAMED YAKUB,"Chestnut, 76 Ormes Road,, Kilpauk,, Chennai-600010, Mob- 96557 71143",33CJLPM2411D1ZP,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542,Secret Sauce Foods Ventures Pritave Limited,"No 12/23, Bawa Road, Alwarpet,, Chennai-600018, 877 840 0618, 9840814549",33ABPCS5899C1ZT,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540,Sea Salt Restarant,"16/1, Wallace Garden, Second Street,, West Thousand Light,Nungambakkam,, Chennai-600006., 76674 33666",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,CRC FOODS VENTURE,"NO:101,Nehru St,Indra Nagar,, Kancheepuram,Chennai-631502",33AAQFC3398F1Z8,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,SHS Enteprises Pvt Ltd,"No.76/1,Noombal Madurai,, Velappanchavadi,Tiruvallur., Chennai- 600 077, MOB NO. 9962202333",33AAYCS5735P1ZC,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1675,Spi Cinemas Private Limited (EA),"SPI Escape Multiplex, Express Avenue Mall, White Road, Royapetah, Chennai 600 014, Mob 72003 56353",33AABCC7343L1ZN,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,SPRING SUPERR MART,"1, Pari Salai,, Mogappair,, Chennai - 600 037., Mob: 9597693833",33ABGFS4211G5ZG,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,Spring Enterprises (K),"Flat No:1,Vanavil Apartment,, No:3/491,3rd Street,, Venkateswara Nagar,, Kottivakkam,Chennai-600041., Mob : 9941392930",33ESDPP4454E1ZT,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,Spring Enterprises,"No:12,Shivasi Apartments,, 1st Bajanai Kovil Street,, Choolaimedu,Chennai-600094., Mob:8220437246.",33AEKFS2943G1ZZ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,Spread,"No:12,Ellaimuthamman Kovil Street,, Vadapalani,Chennai., Mob:9344845204.",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Arul Super Stores,"322/1,Poonamallee High Road, Aminjikarai, Chennai-600029, Mob:9789073330, Ph: 42654589,26642229.",33AABFA0304N1Z0,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,ARUSH & CO,"NO.40/3, ANNASALAI, PADMAVATHI NAGAR,, KOLAPAKKAM,CHENNAI,Tamil Nadu, 600128, Mob:9884000050",33ABUFA2255N1Z1,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,Splendid Fine Foods Pvt Ltd,"Lot No.10, Bharathi Nagar Annexe, Medavakkam Road, Sholinganallur, Chennai - 600 119, Mob 98410 15170",33AANCS1753Q1ZR,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,ARUSH RETAIL,"No.1, Guruswamy Nagar Extension,, Madhanandapuram main road,, Mugalivakkam,, Chennai-600125, Mob:9884200786",33ABBFA2433R1ZG,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Arush Retail Private Limited,"No:40/3, Anna Salai, Padmavathy Nagar,, Kolapakkam,, Chennai-600128, Mob:9884000050",33ABACA8246Q1ZA,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Aruvi Supermarket,"(Shreevedhaa Retail Business Private Limited), 145, Mangadu Rd, Then Colony, Mangadu,, Chennai-600122, Mob:7825078150",33ABPCS8419N1ZK,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1677,Spi Cinemas Private Limited (VI),"Palazzo IMAX, The Forum Vijaya Mall, NSK Salai Arcot Road, Vadapalani, Chennai 600 026, Magesh 72003 56353",33AABCC7343L1ZN,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676,Spi Cinemas Private Limited (PR),"S2 Perambur, Spectrum Mall, Paper Mills Road, Gopal Colony, Perambur Chennai 600 011, Mob 73388 24667",33AABCC7343L1ZN,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,Spi Cinemas Private Limited,"No 305 Bharathi Salai, Royapettah, Chennai 600 014, 8754458400, Magesh No. 7200356353",33AABCC7343L1ZN,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,Shugeeth C B,"No. 5 Aadhipureswarar 2nd Cross Street,, Pallikaranai Chennai  - 600 100",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,SPICE HOOD,"( Restaurant and Catering Services), No 202, 6th Avenue, Seashore Town, Modern Layout, Panaiyur, Chennai 600 119, Mob : 99622 04528",33ADWFS2274F1ZR,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,S&P Foods (M),"10 Narasimhan Street, Gurusamy Nagar, Madhanadhapuram, Porur Chennai 600 116, 98410 85599",33BOVPS0919G1ZL,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671,S P Foods Center,Vadapalani Chennai-600 026,,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,Spence&Co,"220 N S C Bose Road, Lakshmi Chambers, Chennai 600 001, PH  9840031366, Tel No: 25385859 (Alamelu)",33AABFS9868B1Z4,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,ARZ Food Ventures Private Limited,"No 6 Radhamohan Street, Velacherry, Chennai 600 042, Tel 044 4263 0001, Balaji 98414 88322",33AALCA8539L1Z7,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Asan Memorial Association,"A Unit Of Asan Memorial College Of Arts & Scince, 1/176, Bharathiyar Salai,, Velacherry,, Tambaram Road,, Jalladiampet,, Chennai - 600 100., Mob: 9445142474",33AAATA0265B1ZL,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,ASHOK RESIDENCY LTD,"1/460, ASHOK RESIDENCY LTD,, MOUNT POONAMALLEE ROAD, AYYAPPANTHANGAL,, CHENNAI, Kancheepuram, Tamil Nadu,",33AAACA9438R1Z6,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,ASM FOODS,"Plot No.21 F, R.S.No.6/8, Present R.S.No.A1B, Beach Raod, Mgr Salai Palavakkam, Chennai -600041, PH: 7358262141 ,9659681203",33ABZFA0934D1ZJ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665,SPB Traders,"No:71/41,NSK Salai  ( Arcot Road ), Sukumar Square,Basement,, Kodambakkam,Chennai-600024., Mob:9500045265",33BPEPA5927E1ZC,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Asrita Enterprise,"35/38, SRI KANDA VILAS, CO-OPERATIVE COLONY,, ALWARPET, CHENNAI-600018, 91764 22399",33AUWPN7171M1ZR,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1663,South North Hospitality LLP,"Shop No:12,Old No:167,, Eldam Square,Eldam Road,, Teynampet,Chennai-600018., Mobile - 97910 22996,9871370870.",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,South North Hospitality,"C/o Roll baby Roll,, No.57, thiruvalluvar road,, Alwarpet,  seethammal extn,, Chennai - 60018, Mobile - 97910 22996, Mobile - 9871370870, Ac No: 8825878550",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1688,SRB Enterprises,"Old No 3,New No7, THARAKESHWARI NAGAR  1ST STREET, Tharakeshwari Nagar 1st Street, Chennai -600073, 638831 06738",33AQBPM9913H1ZU,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1689,S R Cake Private Limited,"No:5/9,Butt Road,St.Thomas Mount,, Poonamallee High Road,, Chennai-600016",33AAVCS0639P1ZM,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,SR & CO,"47/21 4th Main Road, Jawahar Nagar, Perambur,, Chennai 600 082, Mob 95149 44402, Mr Rakesh",33CRYPR3599A1Z6,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691,Sree Agarwal Bhojanaalay,"15/6, Venkatroyan Lane,, Parkrown,, Chennai, Tamil Nadu, 600003",33AADPA9133D1ZD,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,Sri Balaji Supermarket,"No.49G, Thiruvallur Street,, Kongu Nagar, Mogappair,, Chennai - 600 050., Mob: 8939446019, 7338846019.",33ADQFS3886B1ZT,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1717,Sri Balaji Essence New,"No:34,Saidapet Road,, Vadapalani,Chennai-600026., Mob:9840498408",33AGZPJ8079P1Z6,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,Sri Balaji Essence,"No:34,Saidapet Road,, Vadapalani,Chennai-600026., Jayakumar-9840498408.",33AMWPS1363G1ZP,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1715,Sri Balaji Enterprises,"Red Box Omr, Okkiyampet, Thoraipakkam, Chennai",33AXFPR9067C1ZC,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,Sri Balaaji Essence,"No.30, Kaliamman Koil Street,, Near AKR Kalyana Mandapam,, Virugambakkam,, Chennai-600 092, Mob-73387 75555, 99627 38244, Tel- 044 48555249",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,Sri Ayyappan Traders,"No.2/1, Kamarajar Salai, Mettu Colony,, Manappakkam,, Chennai-600125, Mob : 7092377462 / 8015977462",33CQTPS5365M1ZV,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,Sri Ayyanar Store,"No:1,Rajeswari Nagar,, Madhanadapuram,, Chennai-600125., Mob:9171777131",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1711,Sriansh Enterprises,"Old No:18b,New No:55,, Trowpathy Amman Kovil,1st Cross Street,, 100 Feet Road,Velachery., Chennai-600042., Mob:9080296991.",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,Sri Amman Store and Vegetables,"NO.2 SANNADTHI STREET, NEAR AKSHEY BHAVAN, THIRUVERKADU,CHENNAI-77, PH:9003910720,6369830097, Mob:7695922018",33CGZPA5262M1ZW,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,Sri Ambika Super Market,"No. 2/340, Co Optex Colony,, Manimagalam Main Road ,, Mudichur,, Chennai-600048",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708,Sri Ambika Foods,"No.1/2, Pillayar Kovil Street,, Near JJ Park,, Nanmangalam,, Chennai-600129, Mob-73737 38353, ( Delivery to - Madurai Mundasukatti Briyani )",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1707,Sri Adhi Parasakthi Stores,"No. 5/154, Kundrathur Main Road,, Kovur,, Chennai 600 126., Mob: 8789008758",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,SR Foods Product,"No:40, Mettukuppam Main Road,, Maduravoyal. Chennai-95., Mob:9789325937",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,SR Foods,"Old No:77A,New No:1,3rd Street,, Karpagam Avenue,R.A.Puram,, Chennai-600028., Mob:9840041624.",33ABCFS8260R2ZJ,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704,SREE SUPER BAZAAR,"Ground Floor and First Floor,, C10, Industrial Estate,, Kambar Salai, West Mogappair,, Chennai - 600 037., Mob: 9829932196",33ADMFS7008M1ZO,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,SREE PADMAVATI STEELS,"19/1,T.H.Road, Tollgate Washermanpet, Chennai-600 008, Near Tollgate Bus Stand, Ph: 9940515760",33AAEPM8269R1ZW,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,Sree Padmanabha Foods( Palimer),"( GO Bingu Cafe ), Ramachandra , Porur, Chennai - 600 116, Cell No: 9841469596",33CBNPS5283H1Z6,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,Sreenidhi Enterprises,"Plot No 12, New No 4,, Thirumalai Priya 1st Street,, Pudhur, Chennai 600 053., Mob: 9025045924",33GFEPS6844R1ZH,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1699,Sree Naalvar D Store,"Ground, Plot No3, East Street,, Selva Ganapathi Nagar,, Mugalivakkam Chennai -600125, Ph:9003150563",33AVAPN0873B1Z3,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1698,SREE MURUGAN SUPERMART,"No. 19, Palla Street,, Kundrathur,, Chennai 600 069., Mob: 7667110110",33ACSFS9354F1ZM,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1697,Sree Gupta Bhavan Private Limited,"New No.1, Raja Street, Santhosapuram,, Vengaivasal, Chennai, Tamil Nadu, 600073",33AASCS8606D1Z7,South_Indian,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Arrow Enterprises,"E1 Block, S2, Second Floor,, Krishn Phase-II, Adhanour Road,, Varadharajapuram,, Mannivakkam,, Chennai - 600 048., Mob: 8637487966",33EPDPS7837P1Z0,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,Sree Gokulam Food Products Pvt Ltd,"No.23,, Ohm Sakthi Nagar,, Valsaravakkam,, Chennai 600 087., Mob: 97466 65027",33AABCS0524R1ZA,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1694,Sree Ganapathi Enterprises,"No 3 Old 623, Madhanagar Main Road,, Madhanandapuram, Chennai, Ph:8760093474",33BQMPS1680K1ZD,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,Sree Devi Ventures,"No 1, Brigade Xanadu,, Chanakyan Main Road,, Annamalai Avenue, Nolambur, Chennai-600041",33AERFS1896R1ZV,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1661,Soupman Shop,"No 113 Ranghavan Street, Perambur, Chennai 600 011",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,Soul Tree,"20 Anna Nagar, Second Avenue, Anna Nagar, Chennai 600 040, Mob 98844 01614",33EHBPS7033H1ZC,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,Soul,"No 9 oyster building, Khader Nawaz Khan road,, Nungambakkam, Chennai - 600034, Mob-98841 42478",,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629,Skyrocket Beverages  Private Limited,"Ground Floor,No:30/4,, Alpha College Road,, Chettiar Agaram Road,, Chennai-600077., ( Behind Ramachandra Medical College ), Mob:7358504503",33ABDCS7984E1Z3,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,Sky Enterprises,"No:1/168,East Coast Road,, Palavakkam,Chennai-600041., Mob:8608936467 / 9498087769",33DEGPK7884K1ZW,Unknown,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
